cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
180,Veronica,Zavala,C4Gfhx-Veronica,dRL7,2014-06-04,180,frosty-absorption,25.58,0,2012-09-13,180,992-976-1885,94578,CA,San Leandro,15267 Hesperian Boulevard,0,2006-07-03,0,2013-08-12,2012-02-26,180,3,0,2019-11-12,2012-12-25,180,98.3,0,2009-05-10,4539990694766886,8261,2019-10-25,physics_optics,
181,Barbara,Pugsley,9t0cE8-Barbara,M!2a,2001-05-24,181,concentric-castle,18.81,0,2009-01-16,181,970-846-4965,80004,CO,Arvada,6385 Oak Street,0,2004-01-14,0,2018-03-26,2013-08-27,181,20,0,2004-11-12,2005-09-06,181,52.37,0,2000-05-31,4539725713843674,6574,2000-11-13,fortifications,
182,Ella,Briggs,6YsJ-Ella,bS38,2010-01-06,182,windy-cove,16.46,0,2004-09-11,182,588-551-5960,32407,FL,Panama City Beach,327 Fairway Boulevard,0,2004-11-05,0,2006-10-10,2013-01-03,182,1,0,2013-08-24,2008-11-05,182,25.11,0,2006-09-15,4916389403646245,6087,2018-05-08,geography,
183,Eric,Dixon,q25)Q-Eric,XM6$xw,2001-10-09,183,massive-mat,10.66,0,2000-03-07,183,779-027-3501,94560,CA,Newark,37600 Sycamore Street,0,2002-07-04,0,2011-11-01,2021-04-26,183,12,0,2002-12-08,2015-07-19,183,28.24,0,2009-01-05,4090486162603918,4558,2021-11-19,sports,
184,Robert,Canady,UdRf5b-Robert,0UTiiE,2008-12-13,184,gilded-voile,24.21,0,2021-09-21,184,419-468-9256,80004,CO,Arvada,7072 Quail Street,0,2005-09-17,0,2016-10-22,2020-02-07,184,1,0,2000-06-12,2001-10-06,184,77.57,0,2008-06-11,4539805045504309,0326,2001-09-07,cotton,
185,Jarvis,King,&0H8kl-Jarvis,4OhMVo,2012-05-27,185,nervous-equity,23.14,0,2000-06-21,185,773-930-9386,32456,FL,Mexico Beach,3114 US Highway 98,0,2009-09-07,0,2017-12-13,2008-12-03,185,8,0,2006-12-25,2001-11-28,185,38.63,0,2011-08-03,4716553244014457,3471,2009-07-23,real_estate,
186,Scott,Fabian,Vv4U-Scott,8xoG,2018-01-26,186,exponential-sideboard,11.86,0,2019-07-23,186,481-019-5576,99504,AK,Anchorage,8001 East 6th Avenue,0,2009-07-28,0,2019-05-21,2016-12-13,186,20,0,2016-01-24,2020-02-28,186,99.22,0,2010-09-04,4716767027221283,1531,2000-06-27,storage,
187,Larry,Lewis,vHp1b-Larry,4?A8Xk,2015-01-24,187,shy-script,10.4,0,2019-05-20,187,241-886-1264,06040,CT,Manchester,199 Spencer Street,0,2004-09-06,0,2009-06-05,2002-10-05,187,14,0,2019-12-19,2002-03-06,187,96.66,0,2010-06-20,4556208181726794,6270,2019-06-10,web_development,
188,Ryan,Tasler,8RCkbJ-Ryan,O1pK(!,2014-04-11,188,clear-actress,17.3,0,2015-04-10,188,257-425-1653,20012,DC,Washington,6419 8th Street Northwest,0,2011-04-07,0,2015-08-27,2012-07-24,188,4,0,2001-10-09,2017-01-04,188,79.05,0,2004-11-10,4024007162788326,4725,2005-02-19,screenwriting,
189,Rose,Harris,5lt+Lw-Rose,&d9F,2004-09-05,189,figurative-citrus,21.82,0,2012-02-05,189,341-843-5207,06040,CT,Manchester,52 Linnmore Drive,0,2004-01-03,0,2007-12-24,2012-08-27,189,18,0,2014-02-21,2015-03-02,189,13.88,0,2014-08-18,4532336414890373,7514,2002-03-05,fruit,
190,Charles,Spell,s2hB5-Charles,>Fa*4r,2007-10-17,190,full-exit,23.56,0,2021-01-11,190,055-872-4117,05482,VT,Shelburne,12 Fletcher Lane,0,2015-03-10,0,2020-12-10,2010-02-24,190,12,0,2014-09-02,2021-03-26,190,57.89,0,2013-05-10,4539682116926111,2322,2003-01-06,driving,
191,Robert,Story,0GVl4^-Robert,atAUP6,2018-12-17,191,amicable-hertz,27.2,0,2001-01-27,191,725-553-7518,81435,CO,Telluride,35 Pilot Knob Lane,0,2014-06-16,0,2008-04-05,2003-03-07,191,19,0,2014-09-23,2016-06-06,191,24.16,0,2003-04-05,4716429260831985,7532,2010-04-07,physics_waves,
192,James,Plack,v2NK$-James,V8jc,2016-08-16,192,excited-trie,29.76,0,2009-10-16,192,468-366-9108,80002,CO,Arvada,5581 Nolan Street,0,2000-05-20,0,2015-02-25,2016-11-26,192,2,0,2009-06-14,2003-11-07,192,37.77,0,2014-11-14,4805484264569075,5785,2002-09-24,algorithms,
193,Thomas,Blake,A^tJ4X-Thomas,3HOsg,2006-06-03,193,lime-quartz,17.52,0,2001-02-19,193,966-033-3115,80005,CO,Arvada,8785 Ellis Court,0,2009-03-04,0,2011-06-25,2003-05-25,193,5,0,2002-07-28,2003-03-03,193,74.54,0,2019-10-12,4916728336630943,5411,2021-11-04,minerals,
194,Elvina,Bordelon,&X3l-Elvina,D=q0g#,2007-03-01,194,average-gin,23.54,0,2010-04-24,194,853-275-1326,40219,KY,Louisville,5161 Jefferson Boulevard,0,2008-09-10,0,2015-07-26,2010-06-25,194,1,0,2012-06-17,2015-12-02,194,79.18,0,2012-10-08,4539049941144486,1814,2000-11-08,spirits,
195,Janice,Morris,LpV3-Janice,tPB2,2000-04-16,195,rigid-fortress,24.5,0,2013-12-11,195,677-123-5596,80003,CO,Arvada,6483 West 76th Avenue,0,2005-06-28,0,2016-09-20,2015-04-29,195,2,0,2021-04-30,2003-05-10,195,96.47,0,2007-05-05,4100639937332134,8822,2019-11-16,military_army,
196,James,Broten,qu4Vz-James,ZQNh6,2018-12-01,196,muffled-formatting,20.26,0,2000-11-01,196,573-463-8960,72703,AR,Fayetteville,3729 East Mission Boulevard,0,2020-04-01,0,2005-08-26,2021-10-30,196,20,0,2004-11-22,2009-02-11,196,49.01,0,2017-03-25,4485019998560656,2342,2011-10-16,writing,
197,Jose,Elsberry,d8zU$T-Jose,TgZ9q,2006-03-01,197,right-element,19.63,0,2014-04-28,197,557-882-2096,94544,CA,Hayward,28250 Dickens Avenue,0,2019-12-27,0,2009-12-21,2019-10-07,197,3,0,2005-07-20,2016-05-11,197,81.48,0,2019-08-18,4532068660109758,0532,2011-09-09,set_theory,
198,Sheila,Jackson,wsY)1r-Sheila,MEV6a,2006-08-04,198,chamfered-pint,13.68,0,2021-05-13,198,273-699-5324,40204,KY,Louisville,1046 Dudley Avenue,0,2005-06-06,0,2013-06-28,2013-03-19,198,5,0,2021-12-01,2000-02-02,198,51.64,0,2020-02-19,4556497568198384,6284,2009-06-02,physics_units,
199,Ernest,Young,vapR9-Ernest,2uiO,2003-08-09,199,volumetric-structure,28.03,0,2020-11-25,199,050-735-4436,37211,TN,Nashville,2411 Alteras Drive,0,2012-10-20,0,2014-09-04,2015-04-12,199,3,0,2007-09-15,2021-05-20,199,29.41,0,2013-06-22,4485259764244081,8872,2004-12-22,3d_printing,
200,Joshua,Corbett,F9$&b-Joshua,P61kSm,2019-07-28,200,frayed-symmetry,18.9,0,2015-10-26,200,390-639-2125,31405,GA,Savannah,3031 Montgomery Street,0,2007-11-21,0,2015-05-03,2008-09-27,200,0,0,2014-06-15,2019-05-18,200,52.65,0,2003-04-23,4626892328693078,0310,2015-01-11,geometry,
201,Keith,Gould,_2Jn-Keith,7bXcS,2019-10-20,201,shabby-symbol,10.86,0,2006-05-03,201,031-515-4508,73111,OK,Oklahoma City,5605 North Terry Avenue,0,2011-04-04,0,2014-08-05,2007-12-27,201,3,0,2015-01-17,2021-08-08,201,92.16,0,2013-08-27,4556831623211388,2130,2019-06-18,typography,
202,Cecil,Smith,4_f7-C-Cecil,dOY7id,2013-07-07,202,raw-lagoon,15.62,0,2003-02-24,202,712-742-1926,94521,CA,Concord,1238 Roanwood Way,0,2018-10-27,0,2001-02-27,2007-02-22,202,10,0,2020-08-05,2010-08-05,202,32.4,0,2008-12-13,4539354223390074,6042,2011-08-14,geography,
203,Michelle,Adams,=KU3f-Michelle,hoH$R4,2007-05-12,203,khaki-salamander,29.33,0,2017-05-20,203,261-238-8144,37203,TN,Nashville,302 Mcmillin Street,0,2013-02-10,0,2001-03-04,2011-12-29,203,1,0,2006-08-20,2012-11-02,203,52.11,0,2013-02-28,4485613488464930,6465,2000-04-16,apex_predators,
204,Lucile,Day,U9p5-Lucile,Q16pl6,2008-07-20,204,unsolvable-apparition,13.91,0,2011-01-28,204,201-899-6779,72703,AR,Fayetteville,3323 Summerhill Drive,0,2007-07-18,0,2006-07-06,2012-11-06,204,14,0,2019-04-08,2013-02-23,204,65.39,0,2018-10-01,4429449421913884,5733,2006-10-17,ghosts,
205,Lori,Callaway,fD8vl-Lori,F0o3-,2001-06-21,205,molten-camera,11.3,0,2020-08-14,205,821-349-5871,72703,AR,Fayetteville,3469 North Par Court,0,2012-06-30,0,2017-12-02,2009-02-06,205,18,0,2003-07-16,2017-05-18,205,25.42,0,2004-04-30,4916564744841065,3638,2010-08-05,filmmaking,
206,Patricia,Loya,nI4Q-Patricia,%BJd2,2012-09-05,206,sensitive-shell,21.27,0,2013-10-25,206,211-264-3472,36107,AL,Montgomery,1631 Madison Avenue,0,2016-12-17,0,2011-01-31,2017-04-29,206,15,0,2017-10-31,2018-05-14,206,86.59,0,2009-04-07,4716059678610729,6063,2010-03-14,military_army,
207,Jose,Ferreri,1y52oO-Jose,n9MeB,2001-02-01,207,active-highway,14.04,0,2019-07-12,207,679-371-8277,36116,AL,Montgomery,3617 Oak Grove Circle,0,2002-10-08,0,2000-05-03,2001-01-03,207,11,0,2020-08-15,2010-06-15,207,85.72,0,2020-01-10,4555956289551578,1281,2016-04-15,driving,
208,Robert,Francis,c_TT8-Robert,7P?f,2003-12-22,208,decidable-cathode,25.28,0,2004-02-17,208,860-251-1822,72703,AR,Fayetteville,2649 Firewood Drive,0,2013-03-18,0,2020-08-12,2000-05-01,208,16,0,2003-04-06,2017-04-08,208,76.44,0,2006-10-26,4916290360094801,2728,2010-01-08,chemistry,
209,Barbara,Defibaugh,5p8W-Barbara,2ye3Xw,2000-12-18,209,tempered-pinscher,18.93,0,2014-10-27,209,267-488-0145,21114,MD,Crofton,2201 Fendall Court,0,2008-10-21,0,2003-10-14,2006-05-09,209,0,0,2019-10-11,2001-10-15,209,70.72,0,2019-06-22,4716074008571657,0127,2009-12-16,dogs,
210,Jeffrey,Jones,7uFi-Jeffrey,Vl4Z2B,2000-05-19,210,radiant-flag,20.7,0,2017-03-20,210,830-004-5394,40208,KY,Louisville,903 Burton Avenue,0,2003-12-03,0,2007-01-01,2006-04-21,210,5,0,2005-10-08,2015-03-14,210,26.5,0,2021-05-23,4716864039904129,8810,2008-11-06,gaming,
211,Bobby,Farley,Jc4QE-Bobby,3LD1m,2018-03-12,211,terminal-plan,15.17,0,2001-02-26,211,140-699-4411,20019,DC,Washington,4672 A Street Southeast,0,2000-03-06,0,2011-02-17,2009-01-14,211,1,0,2001-05-25,2012-09-15,211,45.11,0,2000-04-04,4556561144160430,6055,2009-08-27,accounting,
212,Caroline,Lewis,GNa%7-Caroline,C0ZwpV,2013-10-29,212,eager-gallon,24.88,0,2020-11-18,212,738-884-9007,06042,CT,Manchester,108 Croft Drive,0,2008-01-02,0,2011-11-20,2009-10-15,212,13,0,2006-08-22,2018-08-05,212,64.4,0,2004-04-18,4716205948292810,7152,2014-06-01,physics_units,
213,Joyce,Scott,cUA6ic-Joyce,ufBlQ2,2019-08-22,213,coherent-covariance,26.58,0,2020-05-19,213,154-452-3571,72703,AR,Fayetteville,4079 North Sunflower Circle,0,2005-08-06,0,2018-06-04,2017-06-04,213,18,0,2008-02-24,2014-06-16,213,61.54,0,2005-10-03,4314282633694903,7413,2015-10-04,machine_learning,
214,Kristi,Carson,pvB4-Kristi,*8Zn,2019-07-14,214,perpendicular-cabin,17.67,0,2016-09-17,214,802-520-5675,32407,FL,Panama City,6912 Sunrise Drive,0,2002-09-12,0,2021-08-02,2015-04-17,214,12,0,2013-10-07,2021-02-25,214,20.37,0,2001-03-29,4929208877284074,1884,2013-01-14,houses,
215,Angela,Patterson,r3IQ-Angela,Cmf6,2002-03-11,215,metallic-skyway,12.94,0,2009-05-25,215,019-712-3620,85308,AZ,Glendale,6234 West Behrend Drive,0,2010-11-11,0,2019-05-31,2021-01-23,215,14,0,2000-03-29,2021-05-07,215,96.71,0,2019-04-08,4716878002642870,5254,2010-08-29,infrastructure,
216,Benjamin,Occhuizzo,O%8h-Benjamin,6CFeq1,2019-08-08,216,asphalt-igloo,23.57,0,2004-07-30,216,532-582-9503,21122,MD,Pasadena,2405 230th Street,0,2002-04-13,0,2008-09-12,2020-08-02,216,0,0,2009-08-26,2010-10-18,216,27.65,0,2008-11-04,4485409621378917,4715,2012-07-14,houses,
217,Candy,Robinson,Vb2D-Candy,pRynz5,2017-12-10,217,tangy-packet,15.06,0,2010-01-14,217,763-935-7001,85302,AZ,Glendale,6060 West Royal Palm Road,0,2013-04-19,0,2001-05-29,2005-09-03,217,19,0,2021-04-10,2001-12-02,217,80.31,0,2018-07-08,4532051985657982,7036,2015-12-18,phones,
218,Tamara,Robinson,vFl3?e-Tamara,9vLl,2013-05-04,218,augmenting-repo,29.02,0,2003-06-19,218,813-046-2569,73112,OK,Oklahoma City,5201 North Miller Avenue,0,2000-08-13,0,2000-11-01,2016-12-19,218,5,0,2000-06-01,2002-05-23,218,18.58,0,2016-12-16,4627591739224536,1127,2006-02-25,vcs,
219,Erika,Martinez,waD4-Erika,)&S6zf,2011-03-04,219,oriented-emerald,11.84,0,2006-01-23,219,100-201-3365,40219,KY,Louisville,3402 Prestwood Drive,0,2008-08-14,0,2007-09-08,2010-09-13,219,5,0,2012-09-19,2004-10-12,219,62.31,0,2008-07-07,4929321228344933,1255,2002-12-06,minerals,
220,Michael,Richardson,2FnpI7-Michael,oI8D8,2014-09-12,220,booming-albariño,14.59,0,2005-01-31,220,997-097-8071,37211,TN,Nashville,1995 Nolensville Pike,0,2015-04-19,0,2019-08-07,2011-07-01,220,3,0,2012-08-29,2011-08-25,220,77.4,0,2006-12-06,4916315909548486,3060,2002-06-14,wine,
221,Jesse,Land,n4nL9-Jesse,3BiAy,2020-11-22,221,sleek-easement,12.38,0,2000-11-02,221,308-676-6893,92868,CA,Orange,3827 West Chapman Avenue,0,2005-01-11,0,2018-10-01,2019-06-30,221,17,0,2020-03-11,2019-06-02,221,48.54,0,2000-01-20,4485926760974735,8805,2007-08-25,real_estate,
222,Kelly,Light,Ms9<-Kelly,GmY6,2008-07-23,222,cyclic-differential,23.85,0,2018-02-09,222,339-616-0569,73003,OK,Edmond,1713 Apian Way,0,2002-02-07,0,2004-03-24,2021-03-13,222,5,0,2021-08-02,2002-07-16,222,69.99,0,2000-11-21,4532676309347231,1352,2000-03-21,car_parts,
223,Eric,Dwyer,+E8rj-Eric,d3bsM,2002-12-06,223,threaded-pretzel,24.46,0,2013-12-17,223,078-334-3454,06040,CT,Manchester,200 Redwood Road,0,2000-07-05,0,2003-01-11,2017-08-06,223,5,0,2017-06-16,2015-03-28,223,72.58,0,2009-06-15,4651079642048126,0088,2004-01-20,fast_food,
224,Edna,Deruyter,s1&2Y-Edna,JfH5JC,2015-02-26,224,perfect-balance,17.27,0,2019-10-17,224,294-902-4184,05462,VT,Huntington,451 East Street,0,2006-02-04,0,2012-08-26,2007-11-28,224,12,0,2013-03-04,2016-12-17,224,31.43,0,2019-04-07,4916683129462873,4323,2016-02-23,accounting,
225,Petra,Hill,EB7A3w-Petra,$uC38,2021-02-20,225,visible-bridge,19.17,0,2007-11-01,225,936-884-3236,06042,CT,Manchester,25 Edwards Street,0,2006-09-12,0,2007-04-19,2010-05-04,225,6,0,2005-09-11,2018-04-05,225,23.98,0,2002-06-22,4916643647609207,7407,2015-02-14,infrastructure,
226,Thomas,Mcmillian,*z%9C-Thomas,9uZr,2015-01-27,226,loyal-engineer,22.35,0,2013-10-05,226,262-806-8654,94610,CA,Oakland,281 MacArthur Boulevard,0,2008-02-06,0,2006-12-22,2003-07-24,226,0,0,2017-04-24,2006-12-31,226,89.38,0,2013-06-11,4532031125130942,3343,2001-10-25,military_navy,
227,Ronald,Maillet,Ya4R>6-Ronald,r8DQh7,2018-08-17,227,shortest-convergence,28.86,0,2010-07-03,227,106-113-6711,99515,AK,Anchorage,410 West 89th Avenue,0,2015-02-12,0,2008-01-14,2002-07-22,227,1,0,2020-09-16,2009-11-07,227,19.99,0,2017-07-17,4929960355852257,4433,2017-06-26,machine_learning,
228,Laura,Kenney,1vvshX-Laura,eEC2q,2020-03-26,228,commutative-template,17.4,0,2000-11-04,228,007-692-5415,32408,FL,Panama City,618 Amberjack Drive,0,2013-11-23,0,2001-08-20,2004-07-19,228,17,0,2010-02-14,2013-11-16,228,75.32,0,2017-04-30,4416580378988480,4221,2013-04-13,design,
229,Douglas,Doe,OV5t-Douglas,4S9hhG,2003-05-27,229,alternate-design,14.65,0,2005-03-04,229,977-200-0378,20020,DC,Washington,2716 30th Street Southeast,0,2001-04-05,0,2009-05-13,2013-08-01,229,14,0,2010-09-06,2002-08-07,229,99.82,0,2013-10-07,4485511952062661,6346,2000-01-21,design,
230,Elaine,Gilstad,FJ8r.s-Elaine,Q4rx,2007-07-10,230,direct-bed,16.64,0,2011-05-01,230,784-492-1745,01952,MA,Salisbury,153 Atlantic Avenue,0,2012-12-14,0,2017-11-28,2012-04-01,230,8,0,2017-08-13,2020-05-29,230,41.81,0,2000-04-21,4539075177781824,4446,2003-04-08,3d_printing,
231,Kristine,Oestreich,wB3h-Kristine,-6Sm,2007-03-21,231,basic-superset,20.52,0,2011-05-01,231,604-880-3801,31419,GA,Savannah,1431 King George Boulevard,0,2010-10-02,0,2019-02-25,2016-01-01,231,2,0,2005-12-13,2005-07-20,231,42.69,0,2019-07-16,4716881010585800,8802,2008-07-02,set_theory,
232,Edward,Watson,pA0nc-Edward,4dbg.F,2019-04-22,232,weathered-chrome,16.62,0,2004-07-10,232,235-143-1447,02176,MA,Melrose,38 Renwick Road,0,2008-07-26,0,2012-06-03,2008-05-24,232,12,0,2001-09-14,2000-06-02,232,81.28,0,2006-10-03,4916615087566576,7354,2021-08-04,metals,
233,Timothy,Cooper,17Dc-Timothy,A43lg#,2002-11-24,233,blistering-factor,22.36,0,2011-05-07,233,530-925-1629,02446,MA,Brookline,16 Fuller Street,0,2009-12-17,0,2017-08-30,2012-07-03,233,19,0,2013-01-12,2001-01-15,233,74.35,0,2007-04-11,4716715648003606,1151,2006-04-24,machine_learning,
234,Debra,Anson,xK=9-Debra,92blLx,2000-02-20,234,warped-kitchen,20.86,0,2018-11-13,234,877-898-7180,20002,DC,Washington,827 10th Street Northeast,0,2005-05-05,0,2009-02-05,2007-03-03,234,4,0,2009-06-09,2006-06-11,234,53.51,0,2019-04-24,4929368109270042,6868,2008-10-28,food,
235,Yvonne,Ferguson,K6g9&T-Yvonne,sn2q6O,2010-08-09,235,wan-microphone,23.74,0,2019-10-30,235,711-627-3301,37211,TN,Nashville,5113 Village Trace,0,2015-01-09,0,2011-10-21,2018-07-07,235,17,0,2016-01-28,2020-11-14,235,33.75,0,2000-10-26,4929953008748378,7455,2014-04-21,filmmaking,
236,Sheila,Rhodes,cg8IS^-Sheila,82vH9,2013-08-18,236,sparse-grape,27.48,0,2002-04-25,236,551-504-1270,85302,AZ,Glendale,8028 North 56th Lane,0,2000-02-25,0,2013-10-16,2012-12-04,236,15,0,2005-01-23,2000-01-22,236,96.03,0,2007-02-17,4532998241122997,4325,2016-12-17,fruit,
237,Amy,Silkwood,fW1M-Amy,86qN,2020-12-04,237,coffee-tint,25.03,0,2007-12-06,237,943-948-5179,40272,KY,Louisville,9401 3rd Street Road,0,2019-02-21,0,2013-12-19,2012-11-09,237,13,0,2005-09-22,2013-10-29,237,57.53,0,2017-12-30,4532301710929473,2031,2003-07-06,design,
238,Claudia,Numbers,PX5sMI-Claudia,3bzG,2012-11-10,238,direct-artifact,23.93,0,2005-01-28,238,073-855-6335,31411,GA,Savannah,1 Dunsmuir Lane,0,2019-07-25,0,2016-03-12,2018-04-10,238,2,0,2004-08-15,2017-01-23,238,94.81,0,2020-01-18,4539184492286079,6088,2006-04-05,history,
239,Janet,Green,Z=pW6-Janet,Oc.l7R,2004-01-02,239,convex-cymbal,16.32,0,2016-10-01,239,209-915-4985,21012,MD,Arnold,1489 Falcon Nest Court,0,2014-10-20,0,2017-04-30,2008-09-07,239,5,0,2020-12-30,2007-06-11,239,96.42,0,2019-10-14,4929225689931718,4502,2013-06-09,music_instruments,
240,John,Sanderson,#5Bq4<-John,cdu?T4,2004-03-10,240,noisy-tuple,16.57,0,2020-08-14,240,772-378-7900,20011,DC,Washington,18 Hamilton Street Northwest,0,2003-03-24,0,2005-12-04,2020-10-14,240,5,0,2007-04-26,2006-07-29,240,83.73,0,2009-03-19,4916739259793428,1486,2008-05-14,set_theory,
241,John,Gray,7fWjs-John,eTN3,2019-07-12,241,shrewd-template,19.41,0,2002-10-11,241,147-919-7480,73159,OK,Oklahoma City,8307 Brookline Place,0,2003-10-31,0,2015-09-14,2001-02-08,241,14,0,2021-01-03,2004-02-15,241,94.04,0,2001-03-25,4916648960823103,7031,2003-04-11,construction,
242,Barbara,Spurrier,C1Wn-Barbara,Gm$R6,2008-03-16,242,meek-malbec,26.47,0,2016-12-20,242,592-150-7253,94541,CA,Hayward,24647 Patricia Court,0,2001-08-07,0,2003-01-19,2021-01-08,242,9,0,2003-01-17,2019-09-07,242,49.11,0,2015-05-26,4416774157035718,2873,2000-12-06,wine,
243,Larry,Jones,EGb9!-Larry,R0hC,2011-01-03,243,affable-em,23.48,0,2004-06-26,243,353-288-7667,05445,VT,Charlotte,31 Hills Point Road,0,2014-07-03,0,2009-11-17,2001-02-28,243,2,0,2012-11-05,2007-02-02,243,15.75,0,2000-11-28,4532280714271506,7543,2005-11-14,typography,
244,David,Jacobs,sZ3rUy-David,3R5q,2009-01-25,244,daring-geyser,28.84,0,2005-07-26,244,326-903-9438,37210,TN,Nashville,302 Elberta Street,0,2008-05-19,0,2021-10-08,2002-05-30,244,10,0,2003-02-14,2005-12-11,244,87.37,0,2006-03-06,4024007134804987,6440,2002-10-14,geography,
245,Martha,Rierson,tH7V-Martha,ZGix7t,2018-02-20,245,avocado-yard,17.36,0,2019-07-31,245,295-704-6357,36106,AL,Montgomery,4216 Park Boulevard,0,2004-04-28,0,2010-05-01,2007-11-02,245,2,0,2003-05-17,2017-05-03,245,78.31,0,2019-08-11,4556835646391077,7726,2014-08-27,military_navy,
246,Salvador,Najera,in2A-Salvador,S5Dk,2001-06-26,246,fundamental-pollock,24.6,0,2003-08-10,246,399-701-4092,20008,DC,Washington,3553 Brandywine Street Northwest,0,2014-02-10,0,2009-09-04,2008-11-16,246,11,0,2005-07-10,2004-02-19,246,24.53,0,2019-12-16,4532070721567198,7532,2008-06-30,fish,
247,Kathleen,Norris,RdJs6-Kathleen,9JoBdT,2016-06-29,247,amber-agent,29.08,0,2020-03-30,247,610-813-1827,80002,CO,Arvada,5420 Allison Street,0,2010-10-22,0,2018-03-28,2019-10-06,247,8,0,2015-09-26,2019-01-20,247,59.34,0,2002-05-04,4756501813929374,8015,2003-06-05,travel,
248,Flora,Arias,aB4%F9-Flora,Pf$5b,2013-04-25,248,electrical-bourbon,15.03,0,2021-09-09,248,613-617-8862,32409,FL,Panama City,7809 Highway 2302,0,2005-05-18,0,2009-09-25,2007-09-01,248,6,0,2004-09-01,2013-12-24,248,38.91,0,2011-03-17,4556179837587288,5468,2019-07-27,spirits,
249,Gerald,Chandler,#E=d_7-Gerald,3=!Dez,2009-02-23,249,largo-frog,12.84,0,2002-12-31,249,825-107-2828,36106,AL,Montgomery,4132 Carmichael Road,0,2009-08-17,0,2006-02-09,2008-11-03,249,15,0,2004-03-21,2005-10-25,249,58.51,0,2000-02-15,4024007107655986,1264,2008-05-12,3d_printing,
250,Mary,Lewis,5qYvv-Mary,hs3CH1,2005-01-02,250,concrete-actor,12.61,0,2009-06-05,250,402-973-7542,85340,AZ,Litchfield Park,6315 North Oro Vista Court,0,2005-01-05,0,2012-11-23,2007-09-03,250,15,0,2014-08-12,2015-03-24,250,61.35,0,2012-04-20,4532028058661265,1307,2016-03-27,screenwriting,
251,Erica,Chavarria,9dgILT-Erica,fth69U,2016-09-29,251,salty-antagonist,16.26,0,2011-06-27,251,490-583-5404,94546,CA,Castro Valley,22062 Cameron Street,0,2002-01-15,0,2015-03-25,2004-05-10,251,8,0,2020-06-27,2001-03-11,251,41.96,0,2019-10-22,4532944413847870,2407,2005-07-01,filmmaking,
252,Ruth,Herbst,J7i+-Ruth,bC<39R,2005-10-24,252,inventive-sound,26.93,0,2017-02-27,252,984-667-6719,37208,TN,Nashville,912 Locklayer Street,0,2009-01-21,0,2001-09-02,2005-02-12,252,0,0,2001-11-26,2005-09-30,252,42.74,0,2009-10-06,4929931709844977,6628,2008-04-30,filmmaking,
253,Brian,Walker,9Eav-Brian,M8to8,2000-12-31,253,affable-dope,13.27,0,2008-01-09,253,038-307-6008,02155,MA,Medford,24 Lambert Street,0,2004-12-31,0,2008-01-01,2000-02-08,253,20,0,2016-12-17,2003-09-27,253,85.07,0,2010-10-08,4024007172309329,3860,2009-06-26,3d_graphics,
254,Francine,Plumer,t1TfKO-Francine,0VvC,2001-11-28,254,silver-segno,16.86,0,2020-05-09,254,120-534-0572,40223,KY,Louisville,2402 Eastbridge Court,0,2002-12-25,0,2018-03-15,2005-06-29,254,16,0,2004-10-24,2017-09-06,254,32.1,0,2012-11-16,4485648682127347,7714,2000-05-28,music_theory,
255,Diane,Anspach,^u!?1F-Diane,bCe5W,2016-08-26,255,rude-type,27.7,0,2002-05-11,255,200-585-8374,94544,CA,Hayward,26466 Mockingbird Lane,0,2016-01-04,0,2005-03-30,2013-12-25,255,5,0,2008-10-06,2021-07-24,255,77.14,0,2007-11-30,4539598828378542,2377,2010-05-25,typography,
256,Emily,Gregory,-pG6-Emily,Mo4.-,2015-06-06,256,express-horseradish,11.31,0,2018-10-03,256,473-842-6778,32444,FL,Lynn Haven,1501 New Hampshire Avenue,0,2002-11-25,0,2005-10-03,2018-09-30,256,4,0,2014-04-10,2006-09-05,256,93.54,0,2006-10-06,4532608390878592,1520,2018-02-12,condiments,
257,Geraldine,Grace,1fB!Q-Geraldine,4e?AL>,2004-03-19,257,polynomial-manifold,23.4,0,2006-11-02,257,596-849-3273,06040,CT,Manchester,126 Garth Road,0,2018-12-21,0,2014-04-02,2011-02-11,257,5,0,2007-02-14,2002-10-07,257,33.69,0,2007-10-07,4916656960962771,2337,2018-02-27,car_parts,
258,Charlene,Thompson,?G5r-Charlene,7r1M,2002-04-25,258,vertical-tunnel,23.97,0,2000-07-21,258,006-061-9456,80002,CO,Arvada,5712 Saulsbury Street,0,2004-03-14,0,2013-03-23,2008-05-09,258,12,0,2003-04-23,2018-11-30,258,18.97,0,2001-01-12,4841082700045076,2154,2007-06-20,infrastructure,
259,Wayne,Rodriguez,0Otc-Wayne,C8kT!,2013-08-25,259,mild-cheetah,11.3,0,2019-06-04,259,647-096-5581,20010,DC,Washington,664 Irving Street Northwest,0,2007-10-16,0,2013-10-20,2017-06-13,259,20,0,2010-07-17,2007-10-30,259,92.4,0,2015-10-28,4929887015345838,4022,2012-01-23,apex_predators,
